Province,Crime_Category,Year,Total_Crimes,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,Arms Act,Explosive,Narcotics,Smuggling,Total,Total Cases
Northern Cape,Kidnapping,2014,47.0,,,,,,,,,,,,,,,,,
Western Cape,Murder,2014,3186.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual offences,2014,7369.0,,,,,,,,,,,,,,,,,
Western Cape,Attempted murder,2014,3727.0,,,,,,,,,,,,,,,,,
Western Cape,Assault with the intent to inflict grievous bodily harm,2014,26200.0,,,,,,,,,,,,,,,,,
Western Cape,Common assault,2014,39150.0,,,,,,,,,,,,,,,,,
Western Cape,Common robbery,2014,13420.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery with aggravating circumstances,2014,23116.0,,,,,,,,,,,,,,,,,
Western Cape,Contact crime (Crimes against the person),2014,116168.0,,,,,,,,,,,,,,,,,
Western Cape,Rape,2014,4951.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual assault,2014,1640.0,,,,,,,,,,,,,,,,,
Western Cape,Attempted sexual offences,2014,409.0,,,,,,,,,,,,,,,,,
Western Cape,Contact sexual offences,2014,369.0,,,,,,,,,,,,,,,,,
Western Cape,Carjacking,2014,1530.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery at residential premises,2014,2158.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery at non-residential premises,2014,2218.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery of cash in transit,2014,15.0,,,,,,,,,,,,,,,,,
Western Cape,Bank robbery,2014,1.0,,,,,,,,,,,,,,,,,
Western Cape,Truck hijacking,2014,62.0,,,,,,,,,,,,,,,,,
Western Cape,Arson,2014,782.0,,,,,,,,,,,,,,,,,
Western Cape,Malicious damage to property,2014,29289.0,,,,,,,,,,,,,,,,,
Western Cape,Contact-related crime,2014,30071.0,,,,,,,,,,,,,,,,,
Western Cape,Burglary at non-residential premises,2014,13719.0,,,,,,,,,,,,,,,,,
Western Cape,Burglary at residential premises,2014,47783.0,,,,,,,,,,,,,,,,,
Western Cape,Theft of motor vehicle and motorcycle,2014,8918.0,,,,,,,,,,,,,,,,,
Western Cape,Theft out of or from motor vehicle,2014,42221.0,,,,,,,,,,,,,,,,,
Western Cape,Stock-theft,2014,831.0,,,,,,,,,,,,,,,,,
Western Cape,Property-related crime,2014,113472.0,,,,,,,,,,,,,,,,,
Western Cape,All theft not mentioned elsewhere,2014,97396.0,,,,,,,,,,,,,,,,,
Western Cape,Commercial crime,2014,10408.0,,,,,,,,,,,,,,,,,
Western Cape,Shoplifting,2014,14421.0,,,,,,,,,,,,,,,,,
Western Cape,Other serious crime,2014,122225.0,,,,,,,,,,,,,,,,,
Western Cape,17 Community reported serious crime,2014,381936.0,,,,,,,,,,,,,,,,,
Western Cape,Drug-related crime,2014,88731.0,,,,,,,,,,,,,,,,,
Western Cape,Driving under the influence of alcohol or drugs,2014,13224.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual offences detected as a result of police action,2014,129.0,,,,,,,,,,,,,,,,,
Western Cape,Crime detected as a result of police action,2014,105043.0,,,,,,,,,,,,,,,,,
Western Cape,Kidnapping,2014,624.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Murder,2015,18673.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual offences,2015,51895.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Attempted murder,2015,18127.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Assault with the intent to inflict grievous bodily harm,2015,182933.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Common assault,2015,164958.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Common robbery,2015,54110.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery with aggravating circumstances,2015,132527.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact crime (Crimes against the person),2015,623223.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Rape,2015,41503.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual assault,2015,6212.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Attempted sexual offences,2015,2573.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact sexual offences,2015,1607.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Carjacking,2015,14602.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery at residential premises,2015,20820.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery at non-residential premises,2015,19698.0,,,,,,,,,,,,,,,,,
Republic of South Africa,TRIO Crime,2015,55120.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery of cash in transit,2015,137.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Bank robbery,2015,6.0,,,,,,,,,,,,,,,,,
Eastern Cape,All theft not mentioned elsewhere,2015,4789.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Arson,2015,4903.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Malicious damage to property,2015,119901.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact-related crime,2015,124804.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Burglary at non-residential premises,2015,75008.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Burglary at residential premises,2015,250606.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Theft of motor vehicle and motorcycle,2015,53809.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Theft out of or from motor vehicle,2015,139386.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Stock-theft,2015,24715.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Property-related crime,2015,543524.0,,,,,,,,,,,,,,,,,
Republic of South Africa,All theft not mentioned elsewhere,2015,340372.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Commercial crime,2015,69917.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Shoplifting,2015,68786.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Other serious crime,2015,479075.0,,,,,,,,,,,,,,,,,
Republic of South Africa,17 Community reported serious crime,2015,1770626.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Illegal possession of firearms and ammunition,2015,14772.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Driving under the influence of alcohol or drugs,2015,76159.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual offences detected as a result of police action,2015,5830.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Crime detected as a result of police action,2015,355926.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Kidnapping,2015,5013.0,,,,,,,,,,,,,,,,,
Eastern Cape,Murder,2015,3649.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual offences,2015,8797.0,,,,,,,,,,,,,,,,,
Eastern Cape,Attempted murder,2015,2052.0,,,,,,,,,,,,,,,,,
Eastern Cape,Assault with the intent to inflict grievous bodily harm,2015,24818.0,,,,,,,,,,,,,,,,,
Eastern Cape,Common assault,2015,11475.0,,,,,,,,,,,,,,,,,
Eastern Cape,Common robbery,2015,3690.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery with aggravating circumstances,2015,12777.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact crime (Crimes against the person),2015,67258.0,,,,,,,,,,,,,,,,,
Eastern Cape,Rape,2015,7437.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual assault,2015,747.0,,,,,,,,,,,,,,,,,
Eastern Cape,Attempted sexual offences,2015,430.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact sexual offences,2015,183.0,,,,,,,,,,,,,,,,,
Eastern Cape,Carjacking,2015,956.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery at residential premises,2015,2054.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery at non-residential premises,2015,2218.0,,,,,,,,,,,,,,,,,
Eastern Cape,TRIO Crime,2015,5228.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery of cash in transit,2015,19.0,,,,,,,,,,,,,,,,,
Eastern Cape,Bank robbery,2015,0.0,,,,,,,,,,,,,,,,,
Eastern Cape,Truck hijacking,2015,54.0,,,,,,,,,,,,,,,,,
Eastern Cape,Arson,2015,679.0,,,,,,,,,,,,,,,,,
Eastern Cape,Malicious damage to property,2015,11819.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact-related crime,2015,12498.0,,,,,,,,,,,,,,,,,
Eastern Cape,Burglary at non-residential premises,2015,7470.0,,,,,,,,,,,,,,,,,
Eastern Cape,Burglary at residential premises,2015,23901.0,,,,,,,,,,,,,,,,,
Eastern Cape,Theft out of or from motor vehicle,2015,11225.0,,,,,,,,,,,,,,,,,
Eastern Cape,Stock-theft,2015,5809.0,,,,,,,,,,,,,,,,,
Eastern Cape,Property-related crime,2015,51083.0,,,,,,,,,,,,,,,,,
Eastern Cape,All theft not mentioned elsewhere,2015,23429.0,,,,,,,,,,,,,,,,,
Eastern Cape,Commercial crime,2015,6155.0,,,,,,,,,,,,,,,,,
Eastern Cape,Shoplifting,2015,5654.0,,,,,,,,,,,,,,,,,
Eastern Cape,Other serious crime,2015,35238.0,,,,,,,,,,,,,,,,,
Eastern Cape,17 Community reported serious crime,2015,166077.0,,,,,,,,,,,,,,,,,
Eastern Cape,Illegal possession of firearms and ammunition,2015,1773.0,,,,,,,,,,,,,,,,,
Eastern Cape,Drug-related crime,2015,16129.0,,,,,,,,,,,,,,,,,
Eastern Cape,Driving under the influence of alcohol or drugs,2015,6547.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual offences detected as a result of police action,2015,262.0,,,,,,,,,,,,,,,,,
Eastern Cape,Crime detected as a result of police action,2015,24711.0,,,,,,,,,,,,,,,,,
Eastern Cape,Kidnapping,2015,424.0,,,,,,,,,,,,,,,,,
Free State,Murder,2015,993.0,,,,,,,,,,,,,,,,,
Free State,Sexual offences,2015,3928.0,,,,,,,,,,,,,,,,,
Free State,Attempted murder,2015,787.0,,,,,,,,,,,,,,,,,
Free State,Assault with the intent to inflict grievous bodily harm,2015,13116.0,,,,,,,,,,,,,,,,,
Free State,Common assault,2015,15194.0,,,,,,,,,,,,,,,,,
Free State,Common robbery,2015,2304.0,,,,,,,,,,,,,,,,,
Free State,Robbery with aggravating circumstances,2015,4778.0,,,,,,,,,,,,,,,,,
Free State,Contact crime (Crimes against the person),2015,41100.0,,,,,,,,,,,,,,,,,
Free State,Rape,2015,3059.0,,,,,,,,,,,,,,,,,
Free State,Sexual assault,2015,484.0,,,,,,,,,,,,,,,,,
Free State,Attempted sexual offences,2015,232.0,,,,,,,,,,,,,,,,,
Free State,Contact sexual offences,2015,153.0,,,,,,,,,,,,,,,,,
Free State,Carjacking,2015,258.0,,,,,,,,,,,,,,,,,
Free State,Robbery at non-residential premises,2015,756.0,,,,,,,,,,,,,,,,,
Free State,TRIO Crime,2015,1787.0,,,,,,,,,,,,,,,,,
Free State,Robbery of cash in transit,2015,5.0,,,,,,,,,,,,,,,,,
Free State,Bank robbery,2015,0.0,,,,,,,,,,,,,,,,,
Free State,Truck hijacking,2015,65.0,,,,,,,,,,,,,,,,,
Free State,Arson,2015,265.0,,,,,,,,,,,,,,,,,
Free State,Malicious damage to property,2015,7551.0,,,,,,,,,,,,,,,,,
Free State,Contact-related crime,2015,7816.0,,,,,,,,,,,,,,,,,
Free State,Burglary at non-residential premises,2015,5210.0,,,,,,,,,,,,,,,,,
Free State,Burglary at residential premises,2015,15323.0,,,,,,,,,,,,,,,,,
Free State,Theft of motor vehicle and motorcycle,2015,1745.0,,,,,,,,,,,,,,,,,
Free State,Theft out of or from motor vehicle,2015,4878.0,,,,,,,,,,,,,,,,,
Free State,Stock-theft,2015,3466.0,,,,,,,,,,,,,,,,,
Free State,Property-related crime,2015,30622.0,,,,,,,,,,,,,,,,,
Free State,All theft not mentioned elsewhere,2015,16341.0,,,,,,,,,,,,,,,,,
Free State,Commercial crime,2015,3986.0,,,,,,,,,,,,,,,,,
Free State,Shoplifting,2015,3175.0,,,,,,,,,,,,,,,,,
Free State,Other serious crime,2015,23502.0,,,,,,,,,,,,,,,,,
Free State,Illegal possession of firearms and ammunition,2015,469.0,,,,,,,,,,,,,,,,,
Free State,Drug-related crime,2015,9623.0,,,,,,,,,,,,,,,,,
Free State,Driving under the influence of alcohol or drugs,2015,2448.0,,,,,,,,,,,,,,,,,
Free State,Sexual offences detected as a result of police action,2015,251.0,,,,,,,,,,,,,,,,,
Free State,Crime detected as a result of police action,2015,12791.0,,,,,,,,,,,,,,,,,
Free State,Kidnapping,2015,252.0,,,,,,,,,,,,,,,,,
Gauteng,Murder,2015,3842.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual offences,2015,9510.0,,,,,,,,,,,,,,,,,
Gauteng,Attempted murder,2015,4574.0,,,,,,,,,,,,,,,,,
Gauteng,Assault with the intent to inflict grievous bodily harm,2015,42790.0,,,,,,,,,,,,,,,,,
Gauteng,Common robbery,2015,18051.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery with aggravating circumstances,2015,49792.0,,,,,,,,,,,,,,,,,
Gauteng,Contact crime (Crimes against the person),2015,172814.0,,,,,,,,,,,,,,,,,
Gauteng,Rape,2015,7605.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual assault,2015,1214.0,,,,,,,,,,,,,,,,,
Gauteng,Attempted sexual offences,2015,353.0,,,,,,,,,,,,,,,,,
Gauteng,Contact sexual offences,2015,338.0,,,,,,,,,,,,,,,,,
Gauteng,Carjacking,2015,7367.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery at residential premises,2015,7896.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery at non-residential premises,2015,6910.0,,,,,,,,,,,,,,,,,
Gauteng,TRIO Crime,2015,22173.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery of cash in transit,2015,32.0,,,,,,,,,,,,,,,,,
Gauteng,Bank robbery,2015,2.0,,,,,,,,,,,,,,,,,
Gauteng,Truck hijacking,2015,695.0,,,,,,,,,,,,,,,,,
Gauteng,Arson,2015,992.0,,,,,,,,,,,,,,,,,
Gauteng,Malicious damage to property,2015,34320.0,,,,,,,,,,,,,,,,,
Gauteng,Contact-related crime,2015,35312.0,,,,,,,,,,,,,,,,,
Gauteng,Burglary at non-residential premises,2015,16412.0,,,,,,,,,,,,,,,,,
Gauteng,Burglary at residential premises,2015,64968.0,,,,,,,,,,,,,,,,,
Gauteng,Theft of motor vehicle and motorcycle,2015,26646.0,,,,,,,,,,,,,,,,,
Gauteng,Theft out of or from motor vehicle,2015,42111.0,,,,,,,,,,,,,,,,,
Gauteng,Stock-theft,2015,818.0,,,,,,,,,,,,,,,,,
Gauteng,Property-related crime,2015,150955.0,,,,,,,,,,,,,,,,,
Gauteng,All theft not mentioned elsewhere,2015,102599.0,,,,,,,,,,,,,,,,,
Gauteng,Commercial crime,2015,23680.0,,,,,,,,,,,,,,,,,
Gauteng,Shoplifting,2015,22157.0,,,,,,,,,,,,,,,,,
Gauteng,17 Community reported serious crime,2015,507517.0,,,,,,,,,,,,,,,,,
Gauteng,Illegal possession of firearms and ammunition,2015,3600.0,,,,,,,,,,,,,,,,,
Gauteng,Drug-related crime,2015,55442.0,,,,,,,,,,,,,,,,,
Gauteng,Driving under the influence of alcohol or drugs,2015,32287.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual offences detected as a result of police action,2015,470.0,,,,,,,,,,,,,,,,,
Gauteng,Crime detected as a result of police action,2015,91799.0,,,,,,,,,,,,,,,,,
Gauteng,Kidnapping,2015,1736.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual offences,2015,8947.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Attempted murder,2015,4041.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Assault with the intent to inflict grievous bodily harm,2015,28665.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Common assault,2015,23703.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Common robbery,2015,7524.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery with aggravating circumstances,2015,21061.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact crime (Crimes against the person),2015,97870.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Rape,2015,7307.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual assault,2015,1157.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Attempted sexual offences,2015,271.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact sexual offences,2015,212.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Carjacking,2015,2493.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery at residential premises,2015,4082.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery at non-residential premises,2015,2825.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery of cash in transit,2015,21.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Bank robbery,2015,0.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Truck hijacking,2015,71.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Arson,2015,825.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Malicious damage to property,2015,14709.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact-related crime,2015,15534.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Burglary at non-residential premises,2015,11656.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Burglary at residential premises,2015,42429.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Theft of motor vehicle and motorcycle,2015,8673.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Theft out of or from motor vehicle,2015,17896.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Stock-theft,2015,5731.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Property-related crime,2015,86385.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,All theft not mentioned elsewhere,2015,43573.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Commercial crime,2015,11395.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Shoplifting,2015,13648.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Other serious crime,2015,68616.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,17 Community reported serious crime,2015,268405.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Illegal possession of firearms and ammunition,2015,3908.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Drug-related crime,2015,46354.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual offences detected as a result of police action,2015,2561.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Crime detected as a result of police action,2015,64875.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Kidnapping,2015,930.0,,,,,,,,,,,,,,,,,
Limpopo,Murder,2015,895.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual offences,2015,4365.0,,,,,,,,,,,,,,,,,
Limpopo,Attempted murder,2015,872.0,,,,,,,,,,,,,,,,,
Limpopo,Assault with the intent to inflict grievous bodily harm,2015,14132.0,,,,,,,,,,,,,,,,,
Limpopo,Common assault,2015,9833.0,,,,,,,,,,,,,,,,,
Limpopo,Common robbery,2015,3544.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery with aggravating circumstances,2015,6707.0,,,,,,,,,,,,,,,,,
Limpopo,Contact crime (Crimes against the person),2015,40348.0,,,,,,,,,,,,,,,,,
Limpopo,Rape,2015,3728.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual assault,2015,244.0,,,,,,,,,,,,,,,,,
Limpopo,Attempted sexual offences,2015,258.0,,,,,,,,,,,,,,,,,
Limpopo,Contact sexual offences,2015,135.0,,,,,,,,,,,,,,,,,
Limpopo,Carjacking,2015,447.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery at non-residential premises,2015,1800.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery of cash in transit,2015,12.0,,,,,,,,,,,,,,,,,
Limpopo,Bank robbery,2015,0.0,,,,,,,,,,,,,,,,,
Limpopo,Truck hijacking,2015,15.0,,,,,,,,,,,,,,,,,
Limpopo,Arson,2015,612.0,,,,,,,,,,,,,,,,,
Limpopo,Malicious damage to property,2015,7603.0,,,,,,,,,,,,,,,,,
Limpopo,Contact-related crime,2015,8215.0,,,,,,,,,,,,,,,,,
Limpopo,Burglary at non-residential premises,2015,7382.0,,,,,,,,,,,,,,,,,
Limpopo,Burglary at residential premises,2015,16199.0,,,,,,,,,,,,,,,,,
Limpopo,Theft of motor vehicle and motorcycle,2015,1150.0,,,,,,,,,,,,,,,,,
Limpopo,Theft out of or from motor vehicle,2015,5555.0,,,,,,,,,,,,,,,,,
Limpopo,Stock-theft,2015,1729.0,,,,,,,,,,,,,,,,,
Limpopo,Property-related crime,2015,32015.0,,,,,,,,,,,,,,,,,
Limpopo,All theft not mentioned elsewhere,2015,19866.0,,,,,,,,,,,,,,,,,
Limpopo,Commercial crime,2015,3731.0,,,,,,,,,,,,,,,,,
Limpopo,Shoplifting,2015,3799.0,,,,,,,,,,,,,,,,,
Limpopo,Other serious crime,2015,27396.0,,,,,,,,,,,,,,,,,
Limpopo,17 Community reported serious crime,2015,107974.0,,,,,,,,,,,,,,,,,
Limpopo,Illegal possession of firearms and ammunition,2015,453.0,,,,,,,,,,,,,,,,,
Limpopo,Drug-related crime,2015,11266.0,,,,,,,,,,,,,,,,,
Limpopo,Driving under the influence of alcohol or drugs,2015,4141.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual offences detected as a result of police action,2015,1842.0,,,,,,,,,,,,,,,,,
Limpopo,Crime detected as a result of police action,2015,17702.0,,,,,,,,,,,,,,,,,
Limpopo,Kidnapping,2015,305.0,,,,,,,,,,,,,,,,,
Mpumalanga,Murder,2015,862.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual offences,2015,3335.0,,,,,,,,,,,,,,,,,
Mpumalanga,Attempted murder,2015,800.0,,,,,,,,,,,,,,,,,
Mpumalanga,Assault with the intent to inflict grievous bodily harm,2015,11370.0,,,,,,,,,,,,,,,,,
Mpumalanga,Common assault,2015,7654.0,,,,,,,,,,,,,,,,,
Mpumalanga,Common robbery,2015,2747.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery with aggravating circumstances,2015,6012.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact crime (Crimes against the person),2015,32780.0,,,,,,,,,,,,,,,,,
Mpumalanga,Rape,2015,2847.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual assault,2015,245.0,,,,,,,,,,,,,,,,,
Mpumalanga,Attempted sexual offences,2015,161.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact sexual offences,2015,82.0,,,,,,,,,,,,,,,,,
Mpumalanga,Carjacking,2015,632.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery at residential premises,2015,1085.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery at non-residential premises,2015,1564.0,,,,,,,,,,,,,,,,,
Mpumalanga,TRIO Crime,2015,3281.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery of cash in transit,2015,19.0,,,,,,,,,,,,,,,,,
Mpumalanga,Truck hijacking,2015,194.0,,,,,,,,,,,,,,,,,
Mpumalanga,Arson,2015,287.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact-related crime,2015,6123.0,,,,,,,,,,,,,,,,,
Mpumalanga,Burglary at residential premises,2015,18180.0,,,,,,,,,,,,,,,,,
Mpumalanga,Theft of motor vehicle and motorcycle,2015,2223.0,,,,,,,,,,,,,,,,,
Mpumalanga,Theft out of or from motor vehicle,2015,7388.0,,,,,,,,,,,,,,,,,
Mpumalanga,Stock-theft,2015,2364.0,,,,,,,,,,,,,,,,,
Mpumalanga,Property-related crime,2015,36173.0,,,,,,,,,,,,,,,,,
Mpumalanga,All theft not mentioned elsewhere,2015,18465.0,,,,,,,,,,,,,,,,,
Mpumalanga,Commercial crime,2015,4735.0,,,,,,,,,,,,,,,,,
Mpumalanga,Shoplifting,2015,3397.0,,,,,,,,,,,,,,,,,
Mpumalanga,Other serious crime,2015,26597.0,,,,,,,,,,,,,,,,,
Mpumalanga,Illegal possession of firearms and ammunition,2015,980.0,,,,,,,,,,,,,,,,,
Mpumalanga,Drug-related crime,2015,9822.0,,,,,,,,,,,,,,,,,
Mpumalanga,Driving under the influence of alcohol or drugs,2015,3651.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual offences detected as a result of police action,2015,93.0,,,,,,,,,,,,,,,,,
Mpumalanga,Crime detected as a result of police action,2015,14546.0,,,,,,,,,,,,,,,,,
Mpumalanga,Kidnapping,2015,303.0,,,,,,,,,,,,,,,,,
North West,Murder,2015,907.0,,,,,,,,,,,,,,,,,
North West,Sexual offences,2015,4164.0,,,,,,,,,,,,,,,,,
North West,Attempted murder,2015,899.0,,,,,,,,,,,,,,,,,
North West,Assault with the intent to inflict grievous bodily harm,2015,13614.0,,,,,,,,,,,,,,,,,
North West,Common assault,2015,6942.0,,,,,,,,,,,,,,,,,
North West,Common robbery,2015,2417.0,,,,,,,,,,,,,,,,,
North West,Robbery with aggravating circumstances,2015,6281.0,,,,,,,,,,,,,,,,,
North West,Contact crime (Crimes against the person),2015,35224.0,,,,,,,,,,,,,,,,,
North West,Rape,2015,3433.0,,,,,,,,,,,,,,,,,
North West,Sexual assault,2015,305.0,,,,,,,,,,,,,,,,,
North West,Attempted sexual offences,2015,284.0,,,,,,,,,,,,,,,,,
North West,Contact sexual offences,2015,142.0,,,,,,,,,,,,,,,,,
North West,Carjacking,2015,370.0,,,,,,,,,,,,,,,,,
North West,Robbery at residential premises,2015,1065.0,,,,,,,,,,,,,,,,,
North West,Robbery at non-residential premises,2015,1394.0,,,,,,,,,,,,,,,,,
North West,TRIO Crime,2015,2829.0,,,,,,,,,,,,,,,,,
North West,Bank robbery,2015,3.0,,,,,,,,,,,,,,,,,
North West,Truck hijacking,2015,42.0,,,,,,,,,,,,,,,,,
North West,Arson,2015,314.0,,,,,,,,,,,,,,,,,
North West,Malicious damage to property,2015,5762.0,,,,,,,,,,,,,,,,,
North West,Contact-related crime,2015,6076.0,,,,,,,,,,,,,,,,,
North West,Burglary at non-residential premises,2015,5313.0,,,,,,,,,,,,,,,,,
North West,Burglary at residential premises,2015,15568.0,,,,,,,,,,,,,,,,,
North West,Theft of motor vehicle and motorcycle,2015,2070.0,,,,,,,,,,,,,,,,,
North West,Theft out of or from motor vehicle,2015,5913.0,,,,,,,,,,,,,,,,,
North West,Stock-theft,2015,2605.0,,,,,,,,,,,,,,,,,
North West,Property-related crime,2015,31469.0,,,,,,,,,,,,,,,,,
North West,All theft not mentioned elsewhere,2015,16751.0,,,,,,,,,,,,,,,,,
North West,Commercial crime,2015,4212.0,,,,,,,,,,,,,,,,,
North West,Shoplifting,2015,2188.0,,,,,,,,,,,,,,,,,
North West,Other serious crime,2015,23151.0,,,,,,,,,,,,,,,,,
North West,17 Community reported serious crime,2015,95920.0,,,,,,,,,,,,,,,,,
North West,Illegal possession of firearms and ammunition,2015,678.0,,,,,,,,,,,,,,,,,
North West,Drug-related crime,2015,12189.0,,,,,,,,,,,,,,,,,
North West,Driving under the influence of alcohol or drugs,2015,2583.0,,,,,,,,,,,,,,,,,
North West,Sexual offences detected as a result of police action,2015,87.0,,,,,,,,,,,,,,,,,
